太陽總輻射 (兆焦耳/平方米) - 滘西洲
Global Solar Radiation (MJ/m&sup2;) - Kau Sai Chau
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2014,6,2,26.43,C
2014,6,3,12.27,C
2014,6,4,26.49,C
2014,6,5,18.78,C
2014,6,6,7.57,C
2014,6,7,9.29,C
2014,6,8,17.91,C
2014,6,9,18.38,C
2014,6,10,18.98,C
2014,6,11,14.64,C
2014,6,12,19.75,C
2014,6,13,17.51,C
2014,6,14,23.23,C
2014,6,15,7.41,C
2014,6,16,15.19,C
2014,6,17,17.87,C
2014,6,18,21.71,C
2014,6,19,23.25,C
2014,6,20,6.22,C
2014,6,21,10.54,C
2014,6,22,5.66,C
2014,6,23,8.85,C
2014,6,24,16.93,C
2014,6,25,11.90,C
2014,6,26,24.23,C
2014,6,27,25.28,C
2014,6,28,26.77,C
2014,6,29,22.37,C
2014,6,30,14.54,C
2014,7,1,15.16,C
2014,7,2,27.27,C
2014,7,3,23.69,C
2014,7,4,26.28,C
2014,7,5,22.23,C
2014,7,6,20.31,C
2014,7,7,11.60,C
2014,7,8,21.32,C
2014,7,9,19.97,C
2014,7,10,20.52,C
2014,7,11,18.07,C
2014,7,12,25.98,C
2014,7,13,25.07,C
2014,7,14,25.34,C
2014,7,15,27.82,C
2014,7,16,26.12,C
2014,7,17,19.74,C
2014,7,18,5.96,C
2014,7,19,20.43,C
2014,7,20,20.18,C
2014,7,21,18.22,C
2014,7,22,16.71,C
2014,7,23,21.92,C
2014,7,24,11.93,C
2014,7,25,18.27,C
2014,7,26,13.78,C
2014,7,27,19.60,C
2014,7,28,26.48,C
2014,7,29,23.91,C
2014,7,30,25.90,C
2014,7,31,22.82,C
2014,8,1,21.83,C
2014,8,2,23.08,C
2014,8,3,22.11,C
2014,8,4,20.39,C
2014,8,5,14.86,C
2014,8,6,9.72,C
2014,8,7,16.55,C
2014,8,8,22.00,C
2014,8,9,21.18,C
2014,8,10,19.04,C
2014,8,11,17.97,C
2014,8,12,13.62,C
2014,8,13,1.44,C
2014,8,14,17.21,C
2014,8,15,24.30,C
2014,8,16,22.48,C
2014,8,17,24.40,C
2014,8,18,23.28,C
2014,8,19,13.57,C
2014,8,20,4.85,C
2014,8,21,19.40,C
2014,8,22,22.08,C
2014,8,23,20.69,C
2014,8,24,24.82,C
2014,8,25,25.36,C
2014,8,26,27.20,C
2014,8,27,14.67,C
2014,8,28,23.81,C
2014,8,29,26.47,C
2014,8,30,25.93,C
2014,8,31,18.31,C
2014,9,1,21.16,C
2014,9,2,26.08,C
2014,9,3,23.06,C
2014,9,4,20.06,C
2014,9,5,18.98,C
2014,9,6,23.83,C
2014,9,7,20.93,C
2014,9,8,17.02,C
2014,9,9,22.04,C
2014,9,10,24.40,C
2014,9,11,22.85,C
2014,9,12,10.54,C
2014,9,13,22.32,C
2014,9,14,23.99,C
2014,9,15,14.29,C
2014,9,16,6.30,C
2014,9,17,12.41,C
2014,9,18,23.69,C
2014,9,19,21.65,C
2014,9,20,24.13,C
2014,9,21,11.50,C
2014,9,22,18.08,C
2014,9,23,23.28,C
2014,9,24,18.03,C
2014,9,25,20.51,C
2014,9,26,20.67,C
2014,9,27,24.17,C
2014,9,28,23.68,C
2014,9,29,21.74,C
2014,9,30,21.17,C
2014,10,1,17.76,C
2014,10,2,18.27,C
2014,10,3,13.87,C
2014,10,4,13.20,C
2014,10,5,21.14,C
2014,10,6,21.97,C
2014,10,7,20.87,C
2014,10,8,21.26,C
2014,10,9,19.50,C
2014,10,10,17.21,C
2014,10,11,21.91,C
2014,10,12,21.72,C
2014,10,13,21.44,C
2014,10,14,19.76,C
2014,10,15,19.51,C
2014,10,16,16.79,C
2014,10,17,20.21,C
2014,10,18,21.13,C
2014,10,19,20.28,C
2014,10,20,19.57,C
2014,10,21,14.79,C
2014,10,22,17.13,C
2014,10,23,5.92,C
2014,10,24,8.12,C
2014,10,25,10.01,C
2014,10,26,13.49,C
2014,10,27,18.43,C
2014,10,28,12.62,C
2014,10,29,14.75,C
2014,10,30,14.59,C
2014,10,31,15.32,C
2014,11,1,18.40,C
2014,11,2,12.18,C
2014,11,3,2.96,C
2014,11,4,3.52,C
2014,11,5,7.51,C
2014,11,6,14.21,C
2014,11,7,4.39,C
2014,11,8,1.22,C
2014,11,9,8.68,C
2014,11,10,16.44,C
2014,11,11,8.78,C
2014,11,12,11.36,C
2014,11,13,4.53,C
2014,11,14,10.24,C
2014,11,15,18.18,C
2014,11,16,17.79,C
2014,11,17,17.61,C
2014,11,18,16.48,C
2014,11,19,15.56,C
2014,11,20,17.14,C
2014,11,21,17.76,C
2014,11,22,17.31,C
2014,11,23,15.53,C
2014,11,24,14.24,C
2014,11,25,17.35,C
2014,11,26,9.44,C
2014,11,27,2.54,C
2014,11,28,5.72,C
2014,11,29,3.58,C
2014,11,30,6.79,C
2014,12,1,2.59,C
2014,12,2,2.58,C
2014,12,3,2.25,C
2014,12,4,4.19,C
2014,12,5,7.80,C
2014,12,6,7.01,C
2014,12,7,3.56,C
2014,12,8,12.87,C
2014,12,9,16.36,C
2014,12,10,7.38,C
2014,12,11,9.93,C
2014,12,12,9.22,C
2014,12,13,16.26,C
2014,12,14,16.01,C
2014,12,15,5.23,C
2014,12,16,14.84,C
2014,12,17,17.18,C
2014,12,18,8.02,C
2014,12,19,2.35,C
2014,12,20,17.44,C
2014,12,21,15.71,C
2014,12,22,16.01,C
2014,12,23,3.92,C
2014,12,24,9.00,C
2014,12,25,3.69,C
2014,12,26,3.08,C
2014,12,27,3.12,C
2014,12,28,11.09,C
2014,12,29,18.18,C
2014,12,30,18.25,C
2014,12,31,17.58,C
2015,1,1,17.02,C
2015,1,2,15.86,C
2015,1,3,16.77,C
2015,1,4,15.03,C
2015,1,5,5.31,C
2015,1,6,15.60,C
2015,1,7,3.48,C
2015,1,8,15.30,C
2015,1,9,16.20,C
2015,1,10,16.02,C
2015,1,11,10.97,C
2015,1,12,1.35,C
2015,1,13,2.79,C
2015,1,14,19.28,C
2015,1,15,18.97,C
2015,1,16,17.54,C
2015,1,17,17.25,C
2015,1,18,16.42,C
2015,1,19,17.51,C
2015,1,20,14.80,C
2015,1,21,12.37,C
2015,1,22,18.76,C
2015,1,23,18.08,C
2015,1,24,4.77,C
2015,1,25,5.74,C
2015,1,26,11.82,C
2015,1,27,12.38,C
2015,1,28,10.71,C
2015,1,29,17.97,C
2015,1,30,11.60,C
2015,1,31,5.17,C
2015,2,1,7.12,C
2015,2,2,17.21,C
2015,2,3,16.41,C
2015,2,4,6.00,C
2015,2,5,10.16,C
2015,2,6,8.08,C
2015,2,7,12.52,C
2015,2,8,17.72,C
2015,2,9,17.25,C
2015,2,10,16.30,C
2015,2,11,12.93,C
2015,2,12,18.40,C
2015,2,13,19.30,C
2015,2,14,8.43,C
2015,2,15,2.82,C
2015,2,16,9.73,C
2015,2,17,8.49,C
2015,2,18,8.29,C
2015,2,19,5.25,C
2015,2,20,4.55,C
2015,2,21,5.43,C
2015,2,22,4.24,C
2015,2,23,2.52,C
2015,2,24,3.12,C
2015,2,25,2.63,C
2015,2,26,13.72,C
2015,2,27,1.84,C
2015,2,28,3.50,C
2015,3,1,9.85,C
2015,3,2,2.44,C
2015,3,3,4.56,C
2015,3,4,1.43,C
2015,3,5,1.57,C
2015,3,6,1.94,C
2015,3,7,3.60,C
2015,3,8,4.20,C
2015,3,9,17.39,C
2015,3,10,11.16,C
2015,3,11,4.28,C
2015,3,12,3.25,C
2015,3,13,5.18,C
2015,3,14,1.98,C
2015,3,15,2.54,C
2015,3,16,3.08,C
2015,3,17,3.44,C
2015,3,18,5.07,C
2015,3,19,12.15,C
2015,3,20,18.69,C
2015,3,21,8.72,C
2015,3,22,5.08,C
2015,3,23,9.71,C
2015,3,24,16.13,C
2015,3,25,3.88,C
2015,3,26,6.63,C
2015,3,27,7.94,C
2015,3,28,19.52,C
2015,3,29,21.29,C
2015,3,30,11.91,C
2015,3,31,7.66,C
2015,4,1,9.64,C
2015,4,2,10.98,C
2015,4,3,9.63,C
2015,4,4,22.81,C
2015,4,5,25.80,C
2015,4,6,24.63,C
2015,4,7,10.09,C
2015,4,8,4.52,C
2015,4,9,3.41,C
2015,4,10,3.69,C
2015,4,11,2.95,C
2015,4,12,16.62,C
2015,4,13,26.37,C
2015,4,14,28.16,C
2015,4,15,27.87,C
2015,4,16,25.30,C
2015,4,17,25.15,C
2015,4,18,5.77,C
2015,4,19,4.86,C
2015,4,20,5.40,C
2015,4,21,10.72,C
2015,4,22,15.95,C
2015,4,23,5.40,C
2015,4,24,22.67,C
2015,4,25,14.66,C
2015,4,26,22.53,C
2015,4,27,22.08,C
2015,4,28,21.92,C
2015,4,29,21.81,C
2015,4,30,24.96,C
2015,5,1,12.15,C
2015,5,2,11.99,C
2015,5,3,21.83,C
2015,5,4,21.09,C
2015,5,5,12.41,C
2015,5,6,7.35,C
2015,5,7,15.85,C
2015,5,8,16.56,C
2015,5,9,14.45,C
2015,5,10,8.79,C
2015,5,11,11.12,C
2015,5,12,22.92,C
2015,5,13,7.48,C
2015,5,14,22.10,C
2015,5,15,23.72,C
2015,5,16,7.60,C
2015,5,17,11.45,C
2015,5,18,16.54,C
2015,5,19,4.51,C
2015,5,20,4.57,C
2015,5,21,3.05,C
2015,5,22,2.27,C
2015,5,23,1.43,C
2015,5,24,11.13,C
2015,5,25,22.65,C
2015,5,26,2.65,C
2015,5,27,11.47,C
2015,5,28,22.86,C
2015,5,29,20.39,C
2015,5,30,18.75,C
2015,5,31,11.91,C
2015,6,1,8.63,C
2015,6,2,25.28,C
2015,6,3,27.52,C
2015,6,4,27.25,C
2015,6,5,19.66,C
2015,6,6,20.66,C
2015,6,7,26.33,C
2015,6,8,24.44,C
2015,6,9,24.63,C
2015,6,10,18.45,C
2015,6,11,25.43,C
2015,6,12,21.85,C
2015,6,13,23.04,C
2015,6,14,23.51,C
2015,6,15,26.23,C
2015,6,16,27.21,C
2015,6,17,25.92,C
2015,6,18,26.28,C
2015,6,19,26.83,C
2015,6,20,27.83,C
2015,6,21,14.41,C
2015,6,22,14.72,C
2015,6,23,7.09,#
2015,6,24,8.98,C
2015,6,25,11.45,C
2015,6,26,23.03,C
2015,6,27,28.12,C
2015,6,28,26.05,C
2015,6,29,24.32,C
2015,6,30,24.47,C
2015,7,1,25.39,C
2015,7,2,22.95,C
2015,7,3,22.09,C
2015,7,4,23.41,C
2015,7,5,26.43,C
2015,7,6,18.48,C
2015,7,7,22.46,C
2015,7,8,20.82,C
2015,7,9,8.98,C
2015,7,10,20.98,C
2015,7,11,25.35,C
2015,7,12,23.66,C
2015,7,13,23.94,C
2015,7,14,28.11,C
2015,7,15,23.90,C
2015,7,16,15.30,C
2015,7,17,17.22,C
2015,7,18,18.49,C
2015,7,19,16.92,C
2015,7,20,3.43,C
2015,7,21,5.01,C
2015,7,22,4.44,C
2015,7,23,4.22,C
2015,7,24,4.92,C
2015,7,25,8.23,C
2015,7,26,12.78,C
2015,7,27,23.45,C
2015,7,28,27.49,C
2015,7,29,20.49,C
2015,7,30,23.65,C
2015,7,31,28.45,C
2015,8,1,18.18,C
2015,8,2,25.33,C
2015,8,3,26.49,C
2015,8,4,27.81,C
2015,8,5,26.41,C
2015,8,6,24.93,C
2015,8,7,24.61,C
2015,8,8,26.27,C
2015,8,9,24.71,C
2015,8,10,13.52,C
2015,8,11,20.95,C
2015,8,12,20.78,C
2015,8,13,8.16,C
2015,8,14,5.84,C
2015,8,15,3.44,C
2015,8,16,8.65,C
2015,8,17,24.21,C
2015,8,18,25.93,C
2015,8,19,24.30,C
2015,8,20,13.19,C
2015,8,21,23.31,C
2015,8,22,24.58,C
2015,8,23,24.28,C
2015,8,24,21.26,C
2015,8,25,23.73,C
2015,8,26,11.55,C
2015,8,27,23.26,C
2015,8,28,16.64,C
2015,8,29,10.46,C
2015,8,30,7.13,C
2015,8,31,11.50,C
2015,9,1,9.46,C
2015,9,2,2.08,C
2015,9,3,11.97,C
2015,9,4,24.13,C
2015,9,5,25.45,C
2015,9,6,23.97,C
2015,9,7,6.98,C
2015,9,8,16.96,C
2015,9,9,23.86,C
2015,9,10,22.06,C
2015,9,11,19.13,C
2015,9,12,17.45,C
2015,9,13,22.63,C
2015,9,14,23.89,C
2015,9,15,22.63,C
2015,9,16,17.13,C
2015,9,17,19.49,C
2015,9,18,21.90,C
2015,9,19,15.04,C
2015,9,20,17.50,C
2015,9,21,7.34,C
2015,9,22,19.20,C
2015,9,23,20.19,C
2015,9,24,23.75,C
2015,9,25,22.55,C
2015,9,26,13.58,C
2015,9,27,13.43,C
2015,9,28,23.27,C
2015,9,29,21.07,C
2015,9,30,18.44,C
2015,10,1,9.11,C
2015,10,2,14.39,C
2015,10,3,9.27,C
2015,10,4,3.87,C
2015,10,5,8.66,C
2015,10,6,7.01,C
2015,10,7,2.84,C
2015,10,8,16.86,C
2015,10,9,18.16,C
2015,10,10,7.66,C
2015,10,11,2.76,C
2015,10,12,8.87,C
2015,10,13,20.58,C
2015,10,14,19.15,C
2015,10,15,19.84,C
2015,10,16,20.76,C
2015,10,17,21.69,C
2015,10,18,19.35,C
2015,10,19,15.85,C
2015,10,20,16.66,C
2015,10,21,17.25,C
2015,10,22,18.95,C
2015,10,23,18.70,C
2015,10,24,17.23,C
2015,10,25,11.76,C
2015,10,26,7.96,C
2015,10,27,19.35,C
2015,10,28,15.04,C
2015,10,29,11.66,C
2015,10,30,16.12,C
2015,10,31,14.77,C
2015,11,1,11.12,C
2015,11,2,17.13,C
2015,11,3,13.14,C
2015,11,4,14.65,C
2015,11,5,12.65,C
2015,11,6,8.90,C
2015,11,7,8.84,C
2015,11,8,14.68,C
2015,11,9,19.34,C
2015,11,10,3.78,C
2015,11,11,10.30,C
2015,11,12,2.89,C
2015,11,13,6.35,C
2015,11,14,12.08,C
2015,11,15,5.85,C
2015,11,16,8.28,C
2015,11,17,15.97,C
2015,11,18,18.55,C
2015,11,19,12.36,C
2015,11,20,5.24,C
2015,11,21,8.45,C
2015,11,22,16.23,C
2015,11,23,17.07,C
2015,11,24,17.53,C
2015,11,25,16.65,C
2015,11,26,12.56,C
2015,11,27,16.44,C
2015,11,28,15.64,C
2015,11,29,15.66,C
2015,11,30,15.55,C
2015,12,1,10.29,C
2015,12,2,10.78,C
2015,12,3,2.11,C
2015,12,4,5.38,C
2015,12,5,1.17,C
2015,12,6,5.72,C
2015,12,7,10.81,C
2015,12,8,3.38,C
2015,12,9,1.37,C
2015,12,10,13.17,C
2015,12,11,14.30,C
2015,12,12,5.23,C
2015,12,13,3.07,C
2015,12,14,9.31,C
2015,12,15,9.23,C
2015,12,16,16.08,C
2015,12,17,16.90,C
2015,12,18,17.05,C
2015,12,19,7.25,C
2015,12,20,2.46,C
2015,12,21,10.48,C
2015,12,22,2.34,C
2015,12,23,4.72,C
2015,12,24,7.39,C
2015,12,25,5.60,C
2015,12,26,6.86,C
2015,12,27,2.78,C
2015,12,28,4.94,C
2015,12,29,11.28,C
2015,12,30,11.03,C
2015,12,31,13.93,C
2016,1,1,15.50,C
2016,1,2,8.61,C
2016,1,3,3.59,C
2016,1,4,5.98,C
2016,1,5,1.58,C
2016,1,6,17.34,C
2016,1,7,10.01,C
2016,1,8,15.66,C
2016,1,9,10.55,C
2016,1,10,1.27,C
2016,1,11,7.23,C
2016,1,12,6.48,C
2016,1,13,16.75,C
2016,1,14,6.70,C
2016,1,15,1.17,C
2016,1,16,0.76,C
2016,1,17,5.48,C
2016,1,18,9.36,C
2016,1,19,6.13,C
2016,1,20,0.84,C
2016,1,21,2.23,C
2016,1,22,1.58,C
2016,1,23,2.96,C
2016,1,24,2.62,C
2016,1,25,19.45,C
2016,1,26,5.79,C
2016,1,27,3.59,C
2016,1,28,2.13,C
2016,1,29,4.51,C
2016,1,30,12.67,C
2016,1,31,2.68,C
2016,2,1,2.31,C
2016,2,2,3.97,C
2016,2,3,8.03,C
2016,2,4,18.81,C
2016,2,5,19.54,C
2016,2,6,20.50,C
2016,2,7,21.91,C
2016,2,8,22.01,C
2016,2,9,20.26,C
2016,2,10,3.80,C
2016,2,11,8.33,C
2016,2,12,2.60,C
2016,2,13,8.93,C
2016,2,14,16.52,C
2016,2,15,4.21,C
2016,2,16,8.22,C
2016,2,17,3.03,C
2016,2,18,3.89,C
2016,2,19,1.25,C
2016,2,20,14.83,C
2016,2,21,2.20,C
2016,2,22,2.99,C
2016,2,23,2.71,C
2016,2,24,5.06,C
2016,2,25,6.65,C
2016,2,26,7.90,C
2016,2,27,13.12,C
2016,2,28,21.60,C
2016,2,29,23.70,C
2016,3,1,22.05,C
2016,3,2,23.26,C
2016,3,3,22.00,C
2016,3,4,12.04,C
2016,3,5,6.82,C
2016,3,6,17.04,C
2016,3,7,2.41,C
2016,3,8,3.14,C
2016,3,9,3.11,C
2016,3,10,2.01,C
2016,3,11,6.29,C
2016,3,12,1.86,C
2016,3,13,2.11,C
2016,3,14,5.81,C
2016,3,15,2.03,C
2016,3,16,2.39,C
2016,3,17,2.21,C
2016,3,18,4.46,C
2016,3,19,6.40,C
2016,3,20,1.18,C
2016,3,21,1.60,C
2016,3,22,1.26,C
2016,3,23,2.45,C
2016,3,24,1.33,C
2016,3,25,7.18,C
2016,3,26,26.09,C
2016,3,27,25.62,C
2016,3,28,19.12,C
2016,3,29,7.55,C
2016,3,30,6.66,C
2016,3,31,15.97,C
2016,4,1,13.98,C
2016,4,2,5.87,C
2016,4,3,13.40,C
2016,4,4,14.77,C
2016,4,5,4.08,C
2016,4,6,8.08,C
2016,4,7,5.92,C
2016,4,8,11.87,C
2016,4,9,10.01,C
2016,4,10,2.84,C
2016,4,11,2.60,C
2016,4,12,1.02,C
2016,4,13,1.13,C
2016,4,14,1.08,C
2016,4,15,1.18,C
2016,4,16,11.24,C
2016,4,17,6.67,C
2016,4,18,9.84,C
2016,4,19,2.15,C
2016,4,20,4.54,C
2016,4,21,16.06,C
2016,4,22,8.77,C
2016,4,23,8.09,C
2016,4,24,8.42,C
2016,4,25,13.40,C
2016,4,26,14.49,C
2016,4,27,11.30,C
2016,4,28,14.97,C
2016,4,29,17.30,C
2016,4,30,2.76,C
2016,5,1,3.42,C
2016,5,2,4.97,C
2016,5,3,15.45,C
2016,5,4,12.52,C
2016,5,5,18.00,C
2016,5,6,19.08,C
2016,5,7,22.62,C
2016,5,8,14.87,C
2016,5,9,18.72,C
2016,5,10,2.14,C
2016,5,11,21.09,C
2016,5,12,19.06,C
2016,5,13,14.13,C
2016,5,14,18.09,C
2016,5,15,18.85,C
2016,5,16,19.26,C
2016,5,17,6.27,C
2016,5,18,9.61,C
2016,5,19,11.61,C
2016,5,20,4.48,C
2016,5,21,7.12,C
2016,5,22,20.13,C
2016,5,23,23.12,C
2016,5,24,23.66,C
2016,5,25,15.20,C
2016,5,26,18.28,C
2016,5,27,14.27,C
2016,5,28,14.84,C
2016,5,29,22.82,C
2016,5,30,24.41,C
2016,5,31,21.37,C
2016,6,1,21.81,C
2016,6,2,23.22,C
2016,6,3,22.20,C
2016,6,4,20.06,C
2016,6,5,12.38,C
2016,6,6,2.06,#
2016,6,7,16.50,#
2016,6,8,12.89,C
2016,6,9,13.90,C
2016,6,10,17.44,C
2016,6,11,3.78,C
2016,6,12,2.52,C
2016,6,13,8.72,C
2016,6,14,13.68,C
2016,6,15,14.81,C
2016,6,16,11.71,C
2016,6,17,16.49,C
2016,6,18,14.02,C
2016,6,19,27.65,C
2016,6,20,27.89,C
2016,6,21,25.92,C
2016,6,22,27.53,C
2016,6,23,27.29,C
2016,6,24,27.99,C
2016,6,25,27.25,C
2016,6,26,26.43,C
2016,6,27,20.13,C
2016,6,28,20.49,C
2016,6,29,17.17,C
2016,6,30,22.94,C
2016,7,1,22.31,C
2016,7,2,16.98,C
2016,7,3,17.80,C
2016,7,4,25.86,C
2016,7,5,18.32,C
2016,7,6,5.74,C
2016,7,7,26.14,C
2016,7,8,24.22,C
2016,7,9,21.39,C
2016,7,10,11.55,C
2016,7,11,10.80,C
2016,7,12,5.90,C
2016,7,13,10.99,C
2016,7,14,8.63,C
2016,7,15,24.24,C
2016,7,16,24.53,C
2016,7,17,26.38,C
2016,7,18,25.04,C
2016,7,19,22.20,C
2016,7,20,25.89,C
2016,7,21,26.69,C
2016,7,22,27.43,C
2016,7,23,26.87,C
2016,7,24,27.49,C
2016,7,25,26.75,C
2016,7,26,21.88,C
2016,7,27,27.65,C
2016,7,28,26.82,C
2016,7,29,27.05,C
2016,7,30,17.62,C
2016,7,31,25.28,C
2016,8,1,12.62,C
2016,8,2,9.69,C
2016,8,3,8.96,C
2016,8,4,8.62,C
2016,8,5,25.71,C
2016,8,6,25.37,C
2016,8,7,21.04,C
2016,8,8,21.45,C
2016,8,9,10.27,C
2016,8,10,5.75,C
2016,8,11,12.78,C
2016,8,12,11.08,C
2016,8,13,22.00,C
2016,8,14,9.83,C
2016,8,15,8.34,C
2016,8,16,3.93,C
2016,8,17,11.18,C
2016,8,18,9.68,C
2016,8,19,15.12,C
2016,8,20,18.63,C
2016,8,21,18.35,C
2016,8,22,24.93,C
2016,8,23,25.78,C
2016,8,24,23.62,C
2016,8,25,26.00,C
2016,8,26,23.67,C
2016,8,27,17.74,C
2016,8,28,12.69,C
2016,8,29,4.85,C
2016,8,30,17.43,C
2016,8,31,14.09,C
2016,9,1,11.92,C
2016,9,2,8.04,C
2016,9,3,10.07,C
2016,9,4,13.75,C
2016,9,5,3.03,C
2016,9,6,6.37,C
2016,9,7,7.54,C
2016,9,8,7.73,C
2016,9,9,10.83,C
2016,9,10,5.60,C
2016,9,11,13.37,C
2016,9,12,25.85,C
2016,9,13,18.74,C
2016,9,14,20.48,C
2016,9,15,17.85,C
2016,9,16,20.20,C
2016,9,17,24.24,C
2016,9,18,24.40,C
2016,9,19,22.85,C
2016,9,20,13.64,C
2016,9,21,23.27,C
2016,9,22,13.85,C
2016,9,23,19.25,C
2016,9,24,21.54,C
2016,9,25,21.55,C
2016,9,26,18.29,C
2016,9,27,20.96,C
2016,9,28,8.54,C
2016,9,29,9.19,C
2016,9,30,12.00,C
2016,10,1,13.82,C
2016,10,2,16.36,C
2016,10,3,9.17,C
2016,10,4,17.84,C
2016,10,5,18.63,C
2016,10,6,22.30,C
2016,10,7,11.66,C
2016,10,8,12.58,C
2016,10,9,12.63,C
2016,10,10,16.67,C
2016,10,11,12.14,C
2016,10,12,4.89,C
2016,10,13,17.23,C
2016,10,14,19.63,C
2016,10,15,18.48,C
2016,10,16,18.60,C
2016,10,17,8.08,C
2016,10,18,1.83,C
2016,10,19,1.84,C
2016,10,20,17.21,C
2016,10,21,0.85,C
2016,10,22,16.15,C
2016,10,23,9.96,C
2016,10,24,13.21,C
2016,10,25,11.83,C
2016,10,26,13.44,C
2016,10,27,18.85,C
2016,10,28,20.00,C
2016,10,29,13.16,C
2016,10,30,12.84,C
2016,10,31,16.76,C
2016,11,1,11.49,C
2016,11,2,15.80,C
2016,11,3,18.07,C
2016,11,4,17.99,C
2016,11,5,15.11,C
2016,11,6,13.76,C
2016,11,7,14.53,C
2016,11,8,15.67,C
2016,11,9,2.31,C
2016,11,10,4.28,C
2016,11,11,7.70,C
2016,11,12,12.15,C
2016,11,13,8.88,C
2016,11,14,16.96,C
2016,11,15,17.75,C
2016,11,16,12.46,C
2016,11,17,13.99,#
2016,11,18,8.85,#
2016,11,19,***,
2016,11,20,***,
2016,11,21,0.32,#
2016,11,22,1.61,C
2016,11,23,2.13,C
2016,11,24,14.36,C
2016,11,25,11.95,C
2016,11,26,4.20,C
2016,11,27,13.74,C
2016,11,28,18.26,C
2016,11,29,7.54,C
2016,11,30,16.38,C
2016,12,1,17.05,C
2016,12,2,14.47,C
2016,12,3,9.95,C
2016,12,4,10.70,C
2016,12,5,11.96,C
2016,12,6,12.06,C
2016,12,7,13.84,C
2016,12,8,16.64,C
2016,12,9,17.32,C
2016,12,10,16.25,C
2016,12,11,15.03,C
2016,12,12,15.03,C
2016,12,13,15.35,C
2016,12,14,12.12,C
2016,12,15,15.36,C
2016,12,16,16.25,C
2016,12,17,10.50,C
2016,12,18,11.48,C
2016,12,19,17.08,C
2016,12,20,9.13,C
2016,12,21,2.73,C
2016,12,22,13.21,C
2016,12,23,12.00,C
2016,12,24,3.29,C
2016,12,25,4.08,C
2016,12,26,15.18,C
2016,12,27,17.43,C
2016,12,28,7.96,C
2016,12,29,12.78,C
2016,12,30,7.00,C
2016,12,31,15.57,C
2017,1,1,10.89,C
2017,1,2,17.20,C
2017,1,3,11.14,C
2017,1,4,17.12,C
2017,1,5,10.41,C
2017,1,6,17.14,C
2017,1,7,15.29,C
2017,1,8,15.58,C
2017,1,9,9.77,C
2017,1,10,12.21,C
2017,1,11,5.76,C
2017,1,12,3.37,C
2017,1,13,2.68,C
2017,1,14,3.11,C
2017,1,15,4.52,C
2017,1,16,7.03,C
2017,1,17,5.04,C
2017,1,18,4.10,C
2017,1,19,15.77,C
2017,1,20,18.18,C
2017,1,21,17.08,C
2017,1,22,18.31,C
2017,1,23,16.29,C
2017,1,24,14.57,C
2017,1,25,18.00,C
2017,1,26,17.24,C
2017,1,27,19.91,C
2017,1,28,6.17,C
2017,1,29,4.82,C
2017,1,30,7.84,C
2017,1,31,5.29,C
2017,2,1,15.22,C
2017,2,2,4.39,C
2017,2,3,9.40,C
2017,2,4,16.16,C
2017,2,5,12.99,C
2017,2,6,11.63,C
2017,2,7,6.03,C
2017,2,8,6.52,C
2017,2,9,15.63,C
2017,2,10,11.09,C
2017,2,11,19.37,C
2017,2,12,19.51,C
2017,2,13,20.69,C
2017,2,14,20.77,C
2017,2,15,21.19,C
2017,2,16,21.64,C
2017,2,17,21.48,C
2017,2,18,16.49,C
2017,2,19,4.46,C
2017,2,20,16.21,C
2017,2,21,1.93,C
2017,2,22,5.84,C
2017,2,23,5.36,C
2017,2,24,2.17,C
2017,2,25,3.10,C
2017,2,26,9.34,C
2017,2,27,16.57,C
2017,2,28,18.90,C
2017,3,1,13.44,C
2017,3,2,22.07,C
2017,3,3,18.50,C
2017,3,4,13.61,C
2017,3,5,8.23,C
2017,3,6,11.17,C
2017,3,7,6.77,C
2017,3,8,3.72,C
2017,3,9,3.45,C
2017,3,10,2.94,C
2017,3,11,2.40,C
2017,3,12,3.59,C
2017,3,13,5.82,C
2017,3,14,2.37,C
2017,3,15,5.46,C
2017,3,16,5.75,C
2017,3,17,4.28,C
2017,3,18,3.44,C
2017,3,19,2.24,C
2017,3,20,15.36,#
2017,3,21,22.82,C
2017,3,22,2.17,C
2017,3,23,13.49,C
2017,3,24,7.86,C
2017,3,25,6.48,C
2017,3,26,4.82,C
2017,3,27,12.86,C
2017,3,28,15.63,C
2017,3,29,7.97,C
2017,3,30,2.53,C
2017,3,31,3.74,C
2017,4,1,22.07,#
2017,4,2,26.51,C
2017,4,3,21.06,C
2017,4,4,24.86,C
2017,4,5,17.07,C
2017,4,6,8.49,C
2017,4,7,19.17,C
2017,4,8,14.25,C
2017,4,9,12.77,C
2017,4,10,5.61,C
2017,4,11,9.66,C
2017,4,12,3.60,C
2017,4,13,6.52,C
2017,4,14,15.26,C
2017,4,15,9.63,C
2017,4,16,20.84,C
2017,4,17,24.92,C
2017,4,18,22.77,C
2017,4,19,25.38,C
2017,4,20,7.82,C
2017,4,21,5.47,C
2017,4,22,4.79,C
2017,4,23,4.32,C
2017,4,24,1.33,#
2017,4,25,1.92,C
2017,4,26,5.13,C
2017,4,27,3.96,C
2017,4,28,16.55,C
2017,4,29,24.73,C
2017,4,30,23.80,C
2017,5,1,17.48,C
2017,5,2,12.88,C
2017,5,3,20.97,C
2017,5,4,3.92,C
2017,5,5,20.35,C
2017,5,6,22.28,C
